Gene	kME	module	modulesize
BraA09g030490.3.5C	0.889663395562033	brown	128
BraA09g041180.3.5C	0.87199520347466	brown	128
BraA09g044910.3.5C	0.822035228565102	brown	128
BraA09g045550.3.5C	0.74882084846747	brown	128
BraA09g054160.3.5C	0.865874970076061	brown	128
BraA09g057920.3.5C	0.784140432597309	brown	128
BraA10g000510.3.5C	0.82338251195049	brown	128
BraA10g000690.3.5C	0.861570545386476	brown	128
BraA10g001520.3.5C	0.853841131077435	brown	128
BraA10g003140.3.5C	0.731198530465094	brown	128
BraA10g005040.3.5C	0.892769680389351	brown	128
BraA10g006680.3.5C	0.718979204798196	brown	128
BraA10g012650.3.5C	0.442837971625025	brown	128
BraA10g025410.3.5C	0.887298773591132	brown	128
BraA10g027520.3.5C	0.730521538782669	brown	128
BraA10g028220.3.5C	0.304745133252483	brown	128
BraA10g030250.3.5C	0.687536244269784	brown	128
BraA10g033280.3.5C	0.854781147112061	brown	128
BraAnng000760.3.5C	0.367250982405484	brown	128
BraA01g014390.3.5C	0.693695358657854	green	111
BraA01g014400.3.5C	0.506299732874517	green	111
BraA01g032950.3.5C	0.590055387706831	green	111
BraA01g038220.3.5C	0.817905584650065	green	111
BraA01g038640.3.5C	0.680615070742197	green	111
BraA01g040680.3.5C	0.560733236019238	green	111
BraA01g045010.3.5C	0.827291463859085	green	111
BraA02g000660.3.5C	0.74428698236081	green	111
BraA02g001240.3.5C	0.334017151053098	green	111
BraA02g003680.3.5C	0.7626796632559	green	111
BraA02g007570.3.5C	0.53622229432297	green	111
BraA02g009160.3.5C	0.487229674373969	green	111
BraA02g015010.3.5C	0.715145877275852	green	111
BraA02g017760.3.5C	0.399802824002557	green	111
BraA02g020400.3.5C	0.7399998202442	green	111
BraA02g020840.3.5C	0.837147552463301	green	111
BraA02g022750.3.5C	0.885873758562419	green	111
BraA02g022790.3.5C	0.808959538538371	green	111
BraA02g029530.3.5C	0.641154055837116	green	111
BraA02g035250.3.5C	0.452152318245966	green	111
BraA02g043910.3.5C	0.894423648196493	green	111
BraA02g045100.3.5C	0.504567311400721	green	111
BraA03g001540.3.5C	0.425136802934424	green	111
BraA03g006990.3.5C	0.754263052314232	green	111
BraA03g008110.3.5C	0.836492246525365	green	111
BraA03g014610.3.5C	0.538199972182056	green	111
BraA03g015910.3.5C	0.748869944536254	green	111
BraA03g019490.3.5C	0.897970371806704	green	111
