B10-C0-1	B10-C0-2	B10-C0-3	B10-H0-1	B10-H0-2	B10-H0-3	B11-C0-1	B11-C0-2	B11-C0-3	B11-H0-1	B11-H0-2	B11-H0-3	B10-C3-1	B10-C3-2	B10-C3-3	B10-H3-1	B10-H3-2	B10-H3-3	B11-C3-1	B11-C3-2	B11-C3-3	B11-H3-1	B11-H3-2	B11-H3-3	B10-C12-1	B10-C12-2	B10-C12-3	B10-H12-1	B10-H12-2	B10-H12-3	B11-C12-1	B11-C12-2	B11-C12-3	B11-H12-1	B11-H12-2	B11-H12-3	B10-C24-1	B10-C24-2	B10-C24-3	B10-H24-1	B10-H24-2	B10-H24-3	B11-C24-1	B11-C24-2	B11-C24-3	B11-H24-1	B11-H24-2	B11-H24-3
BraA01g009800.3.5C	2.61729311160873	2.61729311160873	3.19754269209982	3.24476781667217	2.61729311160873	2.61729311160873	5.02320075223811	5.39317161852849	5.10194779322438	5.58648661609696	5.58024115192859	5.68541518079524	2.61729311160873	2.61729311160873	2.61729311160873	2.61729311160873	3.45188242439874	3.23749990064225	5.69528508049902	6.03748597620225	5.67034769895308	6.44733826580335	6.37711258839063	6.1946739653211	2.61729311160873	2.61729311160873	2.61729311160873	3.1219282595406	3.48143720683954	3.12429477865974	5.9415286476393	5.82620823259659	5.51238835382768	6.72994693465215	6.36734190891206	6.97939304099867	3.25792229592892	2.61729311160873	3.20930325532436	3.23454744784269	3.40485416290286	3.20981010704308	5.39279104432602	5.47072394836878	5.08063761752156	6.7408380493133	6.70531159600916	6.25216019522435
BraA01g010440.3.5C	9.21278548051998	8.82459752207954	8.93681255494971	8.21099149703727	8.17092577877396	8.03839321500703	7.9516963927914	7.59768192668253	7.25028488105791	8.18452988786223	7.8587474678351	8.04964422203403	8.46614472555396	8.28993233250991	8.3425257216205	8.06157942599131	8.08093526703051	7.93506405988748	7.32844200545125	7.29888217317182	7.82390215511737	7.66439063091201	7.8013793920295	7.23961298020013	7.98397824314361	7.98718403304241	7.89366675482297	7.60065777468531	7.82537121699253	7.62471104465764	7.89767353007015	7.62125847315539	7.81917478345195	8.71695928246548	8.91100387832274	8.82147901591415	8.22855365810305	8.11481053339012	8.03069182539791	8.07003522407624	8.00413098521236	8.38540019659576	7.27957889735583	7.40384291618392	7.54463787270876	8.1252265978106	8.14393348716851	8.00773267978173
BraA01g010640.3.5C	10.0821324677375	10.4295276300105	10.2615371089636	9.75218425839917	9.7598020238268	9.71914021386428	11.4395871620445	11.590565044892	11.3676170803281	11.1467196308321	11.2793462438329	11.2042058282555	9.86545428016812	9.97625799259349	9.62160967407498	9.3985280622356	9.45009651656659	9.34468934948975	11.8014560826084	11.8588189216772	11.7730240343281	11.5537180396212	11.5413403151598	11.4948858289865	10.1684382750844	9.9716494241607	10.1050091453611	9.6305305298076	9.38465111271284	9.23484034572345	11.7982883492639	11.5507644363419	11.6414078991756	11.3440564437022	11.3149233409685	11.5419426744431	9.90947573737618	9.80923556638176	9.80827805160341	9.00562040463002	8.49132370642362	8.85651124441228	11.122265971594	11.2798108368139	11.4357582669121	10.4580118525733	10.6256777333631	10.7594526615796
BraA01g010800.3.5C	5.65884971800083	6.32781514301425	7.018891531073	7.40985138414713	7.21904022276123	7.74280049046114	4.44314892836138	5.26822476561194	4.33335203840411	6.27796547741933	5.97609277224261	5.6559982038094	7.07472260075477	6.42842312989876	6.45487303981693	7.95463532695363	8.22029282438788	8.26185136548988	4.29636056104987	4.83707488674808	4.25170029477306	7.1452634528092	7.53097087356988	6.70940048634843	3.98962289581398	3.8687748316211	4.34098838718266	5.60469703922882	6.97879110377248	6.3754212924491	3.66716150501199	3.45908352248336	3.58239792875754	5.28260045187402	4.71640375052565	5.70122161601584	6.68537002994675	7.20093864615357	8.3738986590134	10.4758628363035	9.53767660941879	9.09674054899462	5.0937237694187	4.80726783296412	5.50665597300196	7.14412662596049	8.66028112751592	8.05221979566042
BraA01g010970.3.5C	7.65843970448999	8.19105662525664	8.17392592428662	9.02349261293504	8.47214482444345	9.27759585245816	6.70964305677258	6.83421488712484	6.1597281759524	7.43403182048228	6.94139563539984	7.11820463909361	7.43302216126139	7.3384702553581	7.46018583823905	9.15090938161343	9.1511279630877	8.70175162101242	5.50838977050877	5.47502316540526	5.313848174086	7.60639227798211	7.56116146606436	7.71883281632278	7.01218753000299	7.12691583804581	7.17555915263173	8.52602964442663	8.9587247134076	8.98307448185897	5.34961532458755	5.09126834119827	5.24322617330729	7.0107498803024	6.76405111449408	7.83897728416672	8.99175088143446	8.8253625169898	9.00294764220876	11.3410993519445	11.045386222225	10.9314769429118	7.02411726137532	6.36700193453079	6.63243072214866	10.2240766237942	10.4392890799402	10.1928659871203
BraA01g011050.3.5C	3.26505852622205	3.25077305265149	2.61729311160873	2.61729311160873	2.61729311160873	3.45282569141768	4.28659886785389	4.60568812629216	4.73952248685539	4.12296574824147	4.29877531934604	4.28980346143971	3.19538682494737	3.25484608136455	2.61729311160873	3.60850309111151	2.61729311160873	2.61729311160873	4.5930576935759	3.93769657144503	3.93349583732882	3.55116082992786	2.61729311160873	3.43331807477451	2.61729311160873	2.61729311160873	2.61729311160873	3.1219282595406	3.48143720683954	2.61729311160873	3.95440001999627	4.10876848519456	4.23427291985525	3.86395569428613	3.76142522051169	3.46280799597083	2.61729311160873	2.61729311160873	3.20930325532436	2.61729311160873	2.61729311160873	2.61729311160873	3.93346029055631	4.00165135934065	3.82237834985903	2.61729311160873	4.3813828436933	3.16501105699402
BraA01g011060.3.5C	6.71424106084519	6.43247137076076	6.70689375211049	7.96755043840501	7.15587933228465	7.7780295148147	7.48560171617851	7.83869676437665	7.80908607901498	8.04163234495737	8.07878552787328	8.21290829792829	6.38736134131093	5.88593241849072	6.05273646749981	6.64751791013951	6.58998425541608	6.58410987241647	6.7262572099002	6.73700894636817	6.87037346888517	7.13617434918679	7.20731599858425	7.16036018804743	6.88198432430044	7.06636645357581	7.05417041289243	7.28661996373279	7.08727077502299	7.15141318128424	6.9675129432532	7.25872103620644	6.94379980628945	7.46731808702051	7.66077046639254	7.70534311029807	7.11562619115325	6.69631722182633	7.14907579200404	7.9881162608767	7.83668207732476	7.69571382298417	7.78853190451337	7.71169599613244	7.82294320272478	8.92642198732979	9.04228036104337	9.02155244945952
BraA01g011090.3.5C	4.14496954415098	4.65559379254051	4.50364041366168	4.56379659991115	4.85921221813144	4.61413327159444	5.99238760207879	6.40045805564474	6.77445905514098	5.9950998761104	6.31932003249391	6.88764499603688	4.35135543010161	4.23221557190389	4.59097572828268	3.19698330921495	3.63267750653208	3.96525266651723	5.88587376862166	5.14765018842617	5.97971298661062	5.0182154894161	5.51197329933635	5.48199216763702	5.09811411358477	4.46134510787674	4.70334105524165	3.82420036156672	3.6103812331386	3.48675374129247	6.16454130852566	6.40757801946839	6.66098958874451	4.45468500059264	4.76275885797455	4.24492485908275	4.67568635312259	4.29552045219395	4.38909013691407	3.23454744784269	2.61729311160873	3.44955197862727	5.84737020219239	6.03006657336481	5.99653980561573	4.0488650962479	4.05379280916116	4.26819002724745
BraA01g011100.3.5C	4.02181189941822	4.11352787014083	3.75585260113764	4.20864106286209	4.39956090818324	4.74068865925465	3.76295070388502	2.61729311160873	3.25520780735555	3.39530243124073	3.71528715838492	2.61729311160873	4.18506220424623	4.00089644604495	3.94558416661136	3.19698330921495	3.45188242439874	3.48789739341901	3.20503657896796	3.22413853155959	3.22210537278544	3.38411645710081	3.18913744701237	3.19810239142692	2.61729311160873	3.76535903332815	4.01971037933814	3.61190226685842	3.48143720683954	3.33070602747293	3.2322326445812	2.61729311160873	2.61729311160873	2.61729311160873	2.61729311160873	3.11006869658521	4.34000281394399	4.11417026328568	4.67030255727326	3.23454744784269	3.17759546172342	3.20981010704308	3.46656352939852	2.61729311160873	2.61729311160873	2.61729311160873	3.17938548921165	2.61729311160873
BraA01g011130.3.5C	6.27045839602982	6.11757084409202	6.4970607131634	7.17066050988262	6.5323047848439	7.34246226242593	4.97547235557946	5.35276871804825	5.47070154811871	5.7194577651587	5.58024115192859	5.56384429207574	6.6403863440921	6.52743666945938	6.52680062163366	7.04958240243175	6.94029304635918	7.04163979999103	5.08221415468468	5.27971687874087	4.94224745376735	5.98053010719365	6.05313557299625	6.0910123679513	5.64339603681969	5.86568858848442	5.10708987763825	6.20855185639104	6.42498009954804	6.24963485304787	4.52926563514924	5.12224127592999	4.58511799651982	5.11878802407979	5.31416038227107	5.4331654708425	7.06340962388265	6.90995992483866	6.54840783112652	8.01382165082073	7.27129854857339	7.45777963803314	5.39279104432602	4.99176335705484	5.8028102493053	6.44644792929793	7.16111857712311	6.4874176424179
BraA01g011310.3.5C	8.37907164512361	8.45605692781422	7.35713693091053	9.0811712755295	8.4416202618092	8.55522784792783	5.96887893716738	6.38083466917861	6.03004205938659	6.77785478718662	6.49448414035728	7.37144257399353	7.92340532754085	7.76772067625265	7.99021261119122	9.18366542262113	8.44676419691746	8.62385894889206	6.39407453654196	6.13191989506126	6.82919709383709	8.56133107019974	8.1229871065795	8.4671033680952	8.57207699340283	8.52209645049913	8.5674900596092	8.13247687974647	8.34494951541661	7.73779522291295	6.59644230516206	8.02619761448553	7.17045460305995	7.8289434307567	8.07625480993925	7.48414777190021	8.29222637104433	8.08222207128692	7.68602562669283	7.72569725360136	7.81280967575941	7.40508097199653	6.25431696015483	5.65954564710037	5.46951141691215	6.8164218952991	6.91211808939707	7.05336573175291
BraA01g011350.3.5C	4.83616714950585	4.65559379254051	5.26512579272248	5.96280322251589	5.9689088203565	6.31321722789731	3.61569493093885	4.07451576313733	4.12330254757685	5.04748969327535	5.86390149204336	5.49884388663771	5.04879513140646	4.73848081864367	4.72639321281718	5.69227105873144	6.27120219790875	5.55986231350564	3.89815119912577	3.22413853155959	3.46658735157	4.64161759976085	4.78174893942607	5.01226926438555	4.85402563104367	4.72288673765843	4.34098838718266	5.27052482199129	5.64607576698319	5.59220901749999	3.95440001999627	4.734248098933	3.84886301493618	4.26694227321172	3.95803331411619	4.78293353172264	5.92717420940806	5.47343768249563	6.07136547102592	6.17381727938091	6.16445936909098	6.32241160674659	4.15530064665624	4.59241360578765	3.95562519597579	6.28816911882487	6.03261475287733	6.35096461144734
