B10-C0-1	B10-C0-2	B10-C0-3	B10-H0-1	B10-H0-2	B10-H0-3	B11-C0-1	B11-C0-2	B11-C0-3	B11-H0-1	B11-H0-2	B11-H0-3	B10-C3-1	B10-C3-2	B10-C3-3	B10-H3-1	B10-H3-2	B10-H3-3	B11-C3-1	B11-C3-2	B11-C3-3	B11-H3-1	B11-H3-2	B11-H3-3	B10-C12-1	B10-C12-2	B10-C12-3	B10-H12-1	B10-H12-2	B10-H12-3	B11-C12-1	B11-C12-2	B11-C12-3	B11-H12-1	B11-H12-2	B11-H12-3	B10-C24-1	B10-C24-2	B10-C24-3	B10-H24-1	B10-H24-2	B10-H24-3	B11-C24-1	B11-C24-2	B11-C24-3	B11-H24-1	B11-H24-2	B11-H24-3
BraA01g014920.3.5C	4.76781021438756	4.91946444020221	4.75342060966317	4.63865870590316	5.06364072702917	4.67896730579271	3.76295070388502	4.18131896745916	4.23306022308064	4.12296574824147	4.79145440148242	4.64977067225747	5.53627207492294	5.88593241849072	5.48896187733808	4.18906221996294	4.67691295175298	4.81817161255416	5.17022103071913	4.94880952824172	5.18611000740896	4.18492071813143	3.73994306010765	3.75691116735661	4.15838066245142	4.40177563041455	4.01971037933814	3.32740854351413	3.82238662741541	4.00462560737123	3.66716150501199	3.45908352248336	4.3130473055386	3.35170236098846	3.51251005917518	3.11006869658521	4.81523412716681	4.6564138714296	4.60566951457037	3.23454744784269	3.17759546172342	3.20981010704308	4.15530064665624	4.51193450306377	4.45234838649752	3.51576951235497	2.61729311160873	3.16501105699402
BraA01g014980.3.5C	3.88277184508706	3.69790938571338	3.88258942327549	4.1002716798751	4.13424057147744	3.91294396350404	4.10605182773253	3.48184997034097	2.61729311160873	4.12296574824147	4.29877531934604	4.20292618777279	4.62806990700572	4.33246525741071	4.7891216792547	4.91160921979617	4.47166922924134	4.54380101064697	5.03596606604384	4.50685721219135	4.34072620622827	4.93365565074725	4.78174893942607	4.63633719958077	3.98962289581398	4.85757575695098	4.64973075378035	4.45494144290058	4.55604465240424	4.34890493702417	4.07252720566813	4.17533649801614	4.3130473055386	4.89178954420172	4.71640375052565	4.74245044140543	3.70974608232995	3.62139063848923	3.44884943169503	4.37287166492036	5.03012690714214	5.55951360512333	3.93346029055631	4.33336782120137	4.6746811389387	4.8144601063434	4.90097434163829	4.26819002724745
BraA01g019140.3.5C	3.72155013082292	3.85604968756618	3.88258942327549	3.68795822598527	3.45422245346743	3.78348678356145	2.61729311160873	2.61729311160873	2.61729311160873	3.56463245257486	3.71528715838492	3.89293626757693	3.75177420225375	4.23221557190389	3.47469252897133	3.43176572049813	3.63267750653208	3.48789739341901	4.01199297042779	3.22413853155959	4.15534125188507	3.91678264013734	3.59541192133811	3.19810239142692	3.89418177065342	3.51564795146247	3.38759905673603	3.91505018380748	3.9131161395357	4.00462560737123	3.2322326445812	3.79200284069094	3.84886301493618	4.71553368597847	3.76142522051169	3.96798515024587	3.25792229592892	3.62139063848923	3.7780733269569	4.28250881863302	4.14032965458899	3.7790299357064	3.22208817225104	3.25521424574894	3.82237834985903	4.339357987151	4.14484321077789	4.19112422987376
BraA01g020720.3.5C	6.81469564960274	6.86465600423985	6.6787358019335	5.26347848829034	5.28207610081549	5.4667060753227	7.17508726263528	6.68252750380301	6.91265666783565	5.61411068966353	5.71631346543554	4.76919428130786	5.21802917188917	4.99061811053659	4.51744433918792	5.05434099564046	5.00973692851997	4.75484899846361	5.08221415468468	6.03748597620225	5.39285308301145	5.37627166612319	5.02702127191335	4.57249892064241	4.71272135444026	3.96256058153616	3.81507437709409	3.91505018380748	4.60484060183514	4.34890493702417	5.07867736183625	4.51083201961885	4.45657789542632	4.45468500059264	4.19783952956326	4.3048096042956	5.0001788018782	6.14011925634208	6.28168787255438	5.08630783260949	4.79631453880776	5.55951360512333	5.84737020219239	7.01166407356284	7.58784297784357	4.339357987151	4.80226806034161	4.80376161238812
BraA01g021190.3.5C	5.078980256871	5.45524355792773	5.1853913898457	3.49795046765577	3.21318003889144	2.61729311160873	6.57678602488999	6.09759458015014	5.38735886217593	3.17071973571466	4.68507306023602	2.61729311160873	4.62806990700572	4.23221557190389	4.26621191022614	3.19698330921495	3.63267750653208	3.48789739341901	4.98807103585973	5.96228970358238	5.67034769895308	3.16267128463836	2.61729311160873	2.61729311160873	5.02159068330296	5.29120903830288	5.21854045727253	2.61729311160873	2.61729311160873	2.61729311160873	5.61029301206162	4.60495460927962	5.57223836466749	2.61729311160873	3.51251005917518	2.61729311160873	3.51613330718345	4.6564138714296	3.62903406901235	2.61729311160873	3.17759546172342	3.20981010704308	4.50116695222522	5.69443119611964	5.74219246125494	2.61729311160873	2.61729311160873	2.61729311160873
BraA01g021320.3.5C	11.8869496806737	12.0433934925327	11.4692238356457	14.126412189155	14.0423445697607	14.7964303547742	10.1987200133813	12.1564992395711	11.0609267413007	13.7061541946522	13.9713702549799	14.6149302230919	12.3265433040329	12.3120200105916	12.2299721154745	13.1184907024389	12.7028676754198	12.8491674931566	10.9317979530781	10.5839026288683	10.975622369954	12.7408087930314	12.5271954923636	13.0637497278879	7.88826599940039	9.29677372814455	8.808499416662	9.79105882527015	10.0437655309747	10.1528924972344	8.1194944019666	8.42550688455885	7.67225669644434	9.51401099918897	9.40204113987504	9.66480870480205	13.8407329233184	13.5267644910637	13.8127976681167	14.5878684162741	14.7766028493412	14.6684257481864	12.4619892355068	11.1534459943594	10.9311382965517	14.4265728939845	13.7902473368638	14.3238125503107
BraA01g021580.3.5C	6.19765335961098	6.28370356104047	6.46440447747884	5.39347370971814	6.04111464305388	5.69357550793289	5.68058614122039	5.71201227255048	5.47070154811871	5.95273624760363	6.23198495242079	5.24383289769549	6.45493893201044	6.46885544868074	6.27842437191108	5.05434099564046	4.67691295175298	5.2832749456326	5.47465208925854	5.67806494968926	5.46758556645978	5.34439744934522	5.23431489149998	5.34255457898297	5.61811988127016	5.46534655783083	5.74589801197666	5.35511185735049	4.60484060183514	4.91478080793748	5.70863879657454	5.42333400829118	5.62962662030899	5.11878802407979	4.512161835048	5.13142690944329	6.68537002994675	5.90980632236115	5.79707625901568	4.45694901377854	5.19164549085427	5.45790940926126	5.50343098926253	5.42967907183681	6.14380079183965	4.12869982224119	5.03650487325229	5.32093235513432
BraA01g022210.3.5C	5.72993391961555	6.56719333147732	6.30743903506875	5.16942511624504	5.3981548602186	5.88879480245244	6.2477440747639	5.54393941763164	5.25207682986431	5.58648661609696	5.66346030437714	5.20321351932265	5.8211259963391	5.69309723815349	5.16062335507364	4.69365530258876	4.22530653783991	4.81817161255416	5.60495966106233	6.22046611167602	6.02934390411409	5.75941705636355	5.3091443569574	4.63633719958077	4.98163166552132	4.81420144657999	4.64973075378035	4.34159191450335	4.74094487797396	4.46262869099393	3.66716150501199	4.23824232753899	4.05848165603561	3.64527026865981	4.12350582030942	4.51838674666066	5.63344997533997	6.14011925634208	5.92837853606306	5.68527172099455	5.72234442395349	5.79908273223016	4.83067512010025	5.42967907183681	6.02216976751039	5.69172844658253	5.85402938368964	5.83953663971562
BraA01g023630.3.5C	3.52599052720121	4.32247175963255	4.19046321513188	4.39915417941002	4.31756564401	3.91294396350404	3.89038844836128	4.07451576313733	3.25520780735555	4.12296574824147	3.5736906929262	3.76526983822191	4.27114271267741	4.12250573536734	3.94558416661136	3.60850309111151	4.39500262155507	4.46483560728816	3.89815119912577	3.93769657144503	4.50121471133492	4.18492071813143	4.33433493543609	3.99648471275953	3.67067686771074	4.12850616144035	3.55535569384898	4.07599399354966	4.69715743140001	3.61643499380009	4.52926563514924	4.17533649801614	5.08585053181258	4.61753602570053	4.71640375052565	4.3048096042956	4.00720209479921	3.44248791673731	4.12505622587394	4.07765812494508	3.84103769480909	3.20981010704308	4.15530064665624	4.00165135934065	4.07384483868209	3.64945714114033	2.61729311160873	3.55507848956323
BraA01g025100.3.5C	7.39257784119336	7.4656208762668	7.61605994027478	7.40985138414713	6.71904332761168	6.74351167445849	8.39791682686888	8.05746298822584	8.06054811678387	7.55830941349634	7.16448734054517	6.48617727956284	8.07005797883863	7.81533949460427	8.06429591123541	7.4237380076284	7.42171613291443	7.76969468938796	8.33977901820064	8.88821838214583	8.31041517875389	7.525237721901	7.55367296735133	7.20053262124014	7.70523284633004	8.2774068763566	8.08197630817372	6.94784837536671	7.50312817602093	7.18981648249472	8.10769810804688	7.40633904557707	7.96899934729698	7.28368985828408	7.41457425907922	7.74966365539531	6.98134378366795	7.12821165096437	6.99134140812347	8.24300011270043	7.64717782380536	7.69571382298417	7.81683383952744	8.11872162533367	8.19661652003984	7.03095231775119	7.92050102672875	7.27001221217149
BraA01g025420.3.5C	4.96308846052543	5.08772095392705	4.50364041366168	5.75552304935896	5.4347758637379	5.27847341726815	4.70705564468096	4.3692167808984	5.38735886217593	5.27505797670687	5.52187237308088	5.07353566163159	5.13604827330759	5.15267860053236	5.78418832043733	5.37456568381177	5.31577526203077	5.72840783722368	5.03596606604384	5.14765018842617	4.99468362665976	4.93365565074725	5.48016386616221	5.1873975509647	5.87389023289369	5.59542505793066	5.67073226517797	6.28115835471831	5.96164581927241	5.66034092046201	4.27678777823432	4.92471958869582	4.8591582934542	4.89178954420172	5.61194389453077	5.78026260403657	5.11063425423568	5.16908468969582	5.8243328436466	6.02893809798673	6.16445936909098	5.79908273223016	5.04508709535533	4.73954102572529	4.86410278193542	6.25740379341219	6.1337818007999	6.36678630437205
BraA01g027420.3.5C	4.02181189941822	3.85604968756618	3.88258942327549	3.68795822598527	3.6354881827849	3.21217214280758	4.00363259618268	4.07451576313733	4.23306022308064	4.12296574824147	4.29877531934604	3.43945030302575	2.61729311160873	2.61729311160873	3.22795875838457	3.43176572049813	2.61729311160873	4.38047553806976	3.62192726098668	2.61729311160873	3.22210537278544	3.55116082992786	3.59541192133811	3.99648471275953	3.78888766061112	3.64931885660981	3.38759905673603	3.72410901630683	3.32630219804432	3.33070602747293	3.82126137417443	3.88070716036591	2.61729311160873	4.45468500059264	3.51251005917518	3.31087693967487	3.51613330718345	3.20471450133149	3.20930325532436	2.61729311160873	3.71805804321758	3.44955197862727	4.57422486650648	4.00165135934065	4.18060705347858	3.35475380225702	3.17938548921165	3.38736890495079
